"x"
"1"	5880
"2"	3866
"3"	4441
"4"	4676
"5"	4704
"6"	4938
"7"	5109
"8"	5244
"9"	4999
"10"	4756
"11"	4936
"12"	5052
"13"	4807
"14"	4980
"15"	5162
"16"	4748
"17"	5277
"18"	5062
"19"	4891
"20"	5189
"21"	4816
"22"	4920
"23"	4930
"24"	5000
"25"	4977
"26"	4986
"27"	5220
"28"	4981
"29"	5105
"30"	5090
"31"	5257
"32"	5193
"33"	5091
"34"	5381
"35"	5287
"36"	5127
"37"	5085
"38"	4994
"39"	5091
"40"	5266
"41"	5166
"42"	5195
"43"	5325
"44"	5223
"45"	5377
"46"	5371
"47"	5162
"48"	5120
"49"	5029
"50"	5180
"51"	5083
"52"	5243
"53"	5241
"54"	5139
"55"	5369
"56"	5419
"57"	5294
"58"	5283
"59"	5255
"60"	5325
"61"	5360
"62"	5391
"63"	5376
"64"	5358
"65"	5401
"66"	5207
"67"	5162
"68"	5324
"69"	5240
"70"	5274
"71"	5217
"72"	5399
"73"	5315
"74"	5430
"75"	5223
"76"	5282
"77"	5259
"78"	5179
"79"	5361
"80"	5271
"81"	5226
"82"	5363
"83"	5205
"84"	5347
"85"	5497
"86"	5542
"87"	5269
"88"	5261
"89"	5245
"90"	5307
"91"	5336
"92"	5335
"93"	5409
"94"	5447
"95"	5360
"96"	5313
"97"	5378
"98"	5497
"99"	5536
"100"	5564
"101"	5433
"102"	5459
"103"	5474
"104"	5371
"105"	5484
"106"	5459
"107"	5439
"108"	5175
"109"	5491
"110"	5312
"111"	5557
"112"	5574
"113"	5547
"114"	5455
"115"	5448
"116"	5476
"117"	5559
"118"	5404
"119"	5413
"120"	5382
"121"	5521
"122"	5463
"123"	5399
"124"	5523
"125"	5464
"126"	5478
"127"	5442
"128"	5522
"129"	5467
"130"	5571
"131"	5509
"132"	5388
"133"	5445
"134"	5644
"135"	5510
"136"	5470
"137"	5524
"138"	5535
"139"	5545
"140"	5491
"141"	5472
"142"	5548
"143"	5568
"144"	5474
"145"	5492
"146"	5232
"147"	5462
"148"	5494
"149"	5501
"150"	5559
"151"	5418
"152"	5494
"153"	5458
"154"	5500
"155"	5507
"156"	5591
"157"	5457
"158"	5533
"159"	5463
"160"	5646
"161"	5655
"162"	5626
"163"	5568
"164"	5521
"165"	5520
"166"	5379
"167"	5466
"168"	5599
"169"	5587
"170"	5586
"171"	5631
"172"	5529
"173"	5494
"174"	5529
"175"	5437
"176"	5563
"177"	5619
"178"	5543
"179"	5455
"180"	5414
"181"	5421
"182"	5596
"183"	5546
"184"	5580
"185"	5657
"186"	5619
"187"	5538
"188"	5567
"189"	5581
"190"	5597
"191"	5392
"192"	5521
"193"	5425
"194"	5597
"195"	5528
"196"	5541
"197"	5581
"198"	5540
"199"	5536
"200"	5486
"201"	5482
"202"	5427
"203"	5570
"204"	5455
"205"	5452
"206"	5536
"207"	5484
"208"	5594
"209"	5591
"210"	5677
"211"	5611
"212"	5677
"213"	5584
"214"	5637
"215"	5605
"216"	5624
"217"	5631
"218"	5574
"219"	5607
"220"	5649
"221"	5534
"222"	5637
"223"	5529
"224"	5592
"225"	5632
"226"	5438
"227"	5574
"228"	5587
"229"	5607
"230"	5593
"231"	5526
"232"	5550
"233"	5555
"234"	5542
"235"	5545
"236"	5585
"237"	5596
"238"	5611
"239"	5567
"240"	5570
"241"	5660
"242"	5715
"243"	5637
"244"	5510
"245"	5606
"246"	5566
"247"	5644
"248"	5600
"249"	5653
"250"	5643
"251"	5500
